Local: ,2025-05-22 00:00:00+02:00,tz_sec ,7200
Linux Epoch (ms):,1747864800000.0
PPG Timestamp,PPG,ADXL Timestamp,X,Y,Z
1747907053691.656,230718,1747907053672.781,-81,-36,-113
1747907053711.531,230732,1747907053692.594,-89,-30,-117
1747907053731.406,230773,1747907053712.469,-81,-32,-119
1747907053751.281,230841,1747907053732.312,-93,-32,-116
1747907053771.125,230875,1747907053752.219,-80,-34,-121
1747907053791.0,230931,1747907053772.063,-72,-40,-125
1747907053810.906,230993,1747907053791.906,-76,-41,-124
1747907053830.719,231063,1747907053811.844,-79,-36,-116
1747907053850.594,231146,1747907053831.688,-95,-31,-121
1747907053870.469,231237,1747907053851.531,-89,-31,-121
1747907053890.4368,231338,1747907053871.406,-76,-36,-122
1747907053910.156,231435,1747907053891.25,-87,-35,-114
1747907053930.031,231541,1747907053911.094,-77,-34,-121
1747907053949.906,231666,1747907053930.938,-80,-20,-121
1747907053969.75,231775,1747907053950.812,-80,-34,-128
1747907053989.594,231905,1747907053970.687,-80,-34,-121
1747907054009.437,232018,1747907053990.531,-88,-32,-127
1747907054029.313,232102,1747907054010.406,-77,-34,-116
1747907054049.188,232248,1747907054030.188,-82,-34,-125
1747907054069.031,232355,1747907054050.094,-85,-36,-122
1747907054088.906,232497,1747907054070.0,-75,-30,-121
1747907054108.75,232573,1747907054089.844,-79,-36,-121
1747907054128.625,232605,1747907054109.656,-84,-32,-125
1747907054148.469,232551,1747907054129.562,-81,-25,-121
1747907054168.344,232449,1747907054149.406,-80,-36,-126
1747907054188.188,232320,1747907054169.25,-69,-32,-122
1747907054208.063,232189,1747907054189.094,-80,-31,-120
1747907054227.906,232073,1747907054208.9692,-85,-36,-122
1747907054247.781,231978,1747907054228.844,-85,-21,-129
1747907054267.625,231929,1747907054248.688,-91,-31,-116
1747907054287.5,231884,1747907054268.563,-87,-42,-125
1747907054307.344,231852,1747907054288.406,-73,-41,-113
1747907054327.187,231841,1747907054308.281,-85,-29,-121
1747907054347.031,231879,1747907054328.125,-89,-30,-130
1747907054366.906,231919,1747907054347.969,-85,-30,-127
1747907054386.75,231966,1747907054367.813,-92,-32,-118
1747907054406.563,231966,1747907054387.687,-92,-32,-118
1747907054446.156,174012,1747907054427.344,-89,-32,-125
1747907054466.0,174050,1747907054447.25,-77,-35,-119
1747907054485.875,174066,1747907054467.094,-87,-39,-124
1747907054505.719,174091,1747907054486.969,-74,-41,-114
1747907054525.562,174131,1747907054506.781,-80,-43,-114
1747907054545.437,174172,1747907054526.656,-78,-38,-118
1747907054565.281,174217,1747907054546.5,-89,-39,-129
1747907054585.125,174295,1747907054566.375,-81,-48,-121
1747907054605.0,174321,1747907054586.219,-80,-37,-116
1747907054624.844,174399,1747907054606.063,-82,-37,-118
1747907054644.687,174472,1747907054625.938,-81,-41,-116
1747907054664.531,174544,1747907054645.812,-82,-38,-118
1747907054684.406,174621,1747907054665.625,-77,-37,-124
1747907054704.25,174704,1747907054685.469,-79,-40,-121
1747907054724.094,174782,1747907054705.344,-88,-37,-118
1747907054744.0,174865,1747907054725.188,-79,-37,-114
1747907054763.813,174950,1747907054745.094,-82,-37,-114
1747907054783.687,175036,1747907054764.875,-82,-40,-118
1747907054803.5,175133,1747907054784.781,-87,-33,-121
1747907054823.375,175226,1747907054804.594,-88,-33,-121
1747907054843.219,175300,1747907054824.469,-77,-37,-121
1747907054863.094,175369,1747907054844.312,-72,-37,-124
1747907054882.937,175391,1747907054864.156,-81,-45,-128
1747907054902.812,175353,1747907054884.063,-77,-40,-124
1747907054922.656,175297,1747907054903.875,-68,-37,-118
1747907054942.563,175227,1747907054923.719,-77,-37,-114
1747907054962.406,175153,1747907054943.625,-77,-33,-128
1747907054982.25,175074,1747907054963.469,-90,-28,-115
1747907055002.125,175039,1747907054983.313,-77,-36,-118
1747907055021.969,174997,1747907055003.219,-80,-34,-124
1747907055041.812,174973,1747907055023.031,-82,-39,-104
1747907055061.656,174982,1747907055042.906,-78,-41,-114
1747907055081.531,175007,1747907055062.75,-78,-33,-109
1747907055101.406,175039,1747907055082.687,-82,-34,-121
1747907055121.25,175080,1747907055102.469,-74,-33,-118
1747907055141.094,175101,1747907055122.344,-89,-36,-104
1747907055160.969,175135,1747907055142.188,-81,-40,-113
1747907055180.813,175167,1747907055162.031,-88,-41,-114
1747907055200.688,175195,1747907055181.906,-79,-37,-125
1747907055220.531,175219,1747907055201.75,-88,-33,-135
1747907055240.375,175245,1747907055221.594,-80,-37,-120
1747907055260.219,175292,1747907055241.469,-97,-49,-116
1747907055280.063,175333,1747907055261.312,-80,-37,-127
1747907055299.906,175368,1747907055281.156,-84,-40,-121
1747907055319.75,175438,1747907055301.0,-89,-41,-124
1747907055339.625,175488,1747907055320.813,-79,-39,-121
1747907055359.469,175551,1747907055340.688,-85,-36,-122
1747907055379.344,175624,1747907055360.562,-80,-40,-112
1747907055399.219,175690,1747907055380.406,-84,-37,-121
1747907055419.062,175773,1747907055400.281,-87,-39,-118
1747907055438.906,175839,1747907055420.125,-80,-35,-122
1747907055458.781,175942,1747907055440.031,-79,-37,-117
1747907055478.625,176010,1747907055459.844,-80,-37,-118
1747907055498.5,176089,1747907055479.719,-77,-37,-114
1747907055518.344,176180,1747907055499.594,-77,-40,-114
1747907055538.219,176265,1747907055519.469,-89,-36,-121
1747907055558.094,176348,1747907055539.281,-79,-26,-121
1747907055577.969,176440,1747907055559.188,-89,-36,-113
1747907055597.812,176530,1747907055579.031,-69,-40,-121
1747907055617.656,176564,1747907055598.906,-77,-35,-125
1747907055637.563,176572,1747907055618.719,-85,-40,-121
1747907055657.406,176519,1747907055638.594,-81,-33,-131
1747907055677.25,176461,1747907055658.469,-88,-37,-117
1747907055697.125,176419,1747907055678.375,-77,-34,-121
1747907055716.969,176330,1747907055698.187,-84,-41,-103
1747907055736.844,176285,1747907055718.031,-80,-37,-116
1747907055756.656,176234,1747907055737.906,-95,-38,-114
1747907055776.531,176234,1747907055757.719,-77,-39,-128
1747907055796.375,176219,1747907055777.594,-87,-34,-122
1747907055816.312,176236,1747907055797.469,-77,-40,-124
1747907055836.094,176252,1747907055817.375,-77,-39,-117
1747907055855.937,176287,1747907055837.188,-88,-37,-120
1747907055875.813,176333,1747907055857.031,-89,-36,-121
1747907055895.656,176354,1747907055876.875,-74,-37,-122
1747907055915.5,176391,1747907055896.75,-90,-34,-118
1747907055935.344,176419,1747907055916.594,-84,-41,-114
1747907055955.219,176438,1747907055936.375,-79,-37,-116
1747907055975.094,176480,1747907055956.281,-86,-36,-120
1747907055994.937,176501,1747907055976.156,-65,-33,-121
1747907056014.781,176545,1747907055996.031,-82,-38,-121
1747907056034.625,176569,1747907056015.844,-79,-40,-118
1747907056054.5,176618,1747907056035.656,-80,-34,-106
1747907056074.313,176666,1747907056055.562,-77,-41,-122
1747907056094.156,176741,1747907056075.438,-81,-45,-122
1747907056114.031,176795,1747907056095.25,-90,-37,-121
1747907056133.875,176866,1747907056115.125,-73,-34,-121
1747907056153.719,176909,1747907056134.937,-80,-35,-114
1747907056173.563,176975,1747907056154.844,-93,-39,-112
1747907056193.437,177081,1747907056174.625,-76,-37,-116
1747907056213.281,177146,1747907056194.5,-80,-37,-118
1747907056233.125,177216,1747907056214.375,-84,-34,-122
1747907056252.969,177284,1747907056234.219,-77,-39,-117
1747907056272.812,177347,1747907056254.062,-84,-36,-119
