recording_2_ecgppg_biopac_noisy.acq
Graph Created on: 2025-05-22 11:33:37.664
Recording on: 2025-05-22 11:54:40.285
1 msec/sample
2 channels
PPG, X, PPGED-R
Volts
ECG, Y, RSPEC-R
mV
milliSec	CH1	CH13	
	311320 samples	311320 samples	
825	0.469055	0.0125122	
826	0.465698	0.00976563	
827	0.464478	0.00228882	
828	0.464478	-0.00961304	
829	0.461121	-0.022583	
830	0.459595	-0.0335693	
831	0.456848	-0.0386047	
832	0.456238	-0.0389099	
833	0.453796	-0.0340271	
834	0.450439	-0.0218201	
835	0.450134	-0.00717163	
836	0.450134	0.00869751	
837	0.449219	0.0213623	
838	0.445557	0.0262451	
839	0.444641	0.0260925	
840	0.444336	0.0242615	
841	0.440063	0.0219727	
842	0.439758	0.0192261	
843	0.440063	0.0146484	
844	0.435486	0.0120544	
845	0.435181	0.00732422	
846	0.434265	0.00442505	
847	0.431213	-0.000610352	
848	0.429382	-0.0117493	
849	0.425415	-0.0239563	
850	0.42572	-0.0340271	
851	0.424805	-0.0396729	
852	0.423279	-0.0405884	
853	0.420227	-0.0335693	
854	0.420532	-0.0193787	
855	0.41687	-0.00488281	
856	0.415039	0.00930786	
857	0.415649	0.0196838	
858	0.414124	0.0268555	
859	0.411072	0.0294495	
860	0.410461	0.0283813	
861	0.410461	0.0247192	
862	0.410767	0.0213623	
863	0.410461	0.019989	
864	0.406494	0.0178528	
865	0.405884	0.014801	
866	0.405884	0.0100708	
867	0.405579	0.00167847	
868	0.406189	-0.0112915	
869	0.405884	-0.0236511	
870	0.405273	-0.0354004	
871	0.405884	-0.0418091	
872	0.405273	-0.0439453	
873	0.405579	-0.0392151	
874	0.405884	-0.0242615	
875	0.409241	-0.00686646	
876	0.410461	0.00961304	
877	0.410767	0.0219727	
878	0.410461	0.0292969	
879	0.410767	0.0315857	
